Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0,-0,0,800,0.754253,0.01379,-0,0.231957,-0,-0
-0,-0,0,800,0.754253,0.01379,-0,0.231957,-0,-0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.005,0.754253,0.01379,-0,0.231957,0,0
1e-06,3.85096e-07,6.00568e-07,800.002,0.754252,0.01379,1.24822e-06,0.231956,2.62358e-07,1.22738e-07
1e-05,3.85084e-06,6.00548e-06,800.017,0.754243,0.0137898,1.2482e-05,0.231951,2.6235e-06,1.22734e-06
4.2e-05,1.61718e-05,2.52201e-05,800.073,0.754211,0.0137892,5.24211e-05,0.231931,1.10175e-05,5.15427e-06
0.000179,6.88907e-05,0.000107432,800.31,0.754073,0.0137867,0.000223356,0.231848,4.69337e-05,2.19568e-05
0.000704,0.000270464,0.000421721,801.217,0.753546,0.0137771,0.000877586,0.231529,0.000184261,8.62022e-05
0.001426,0.000546511,0.000851992,802.458,0.752823,0.0137638,0.00177522,0.231092,0.000372326,0.000174184
0.002893,0.00110329,0.00171935,804.958,0.75136,0.0137371,0.0035917,0.230208,0.000751645,0.000351639
0.005643,0.00213243,0.00332084,809.563,0.748639,0.0136873,0.00697088,0.228571,0.00145278,0.000679647
0.010316,0.003839,0.00597142,817.159,0.744079,0.013604,0.0126386,0.22584,0.00261543,0.00122357
0.013491,0.00496932,0.00772335,822.161,0.741024,0.0135481,0.0164387,0.22402,0.00338549,0.00158382
0.017359,0.00631573,0.00980625,828.086,0.737346,0.0134809,0.0210157,0.221841,0.00430277,0.00201295
0.021941,0.00786887,0.0122034,834.874,0.73305,0.0134023,0.0263669,0.219311,0.00536089,0.00250796
0.02723,0.0096078,0.0148799,842.414,0.728168,0.013313,0.0324547,0.216456,0.00654559,0.0030622
0.033204,0.0115061,0.0177923,850.566,0.722745,0.0132139,0.0392242,0.213311,0.00783883,0.00366721
0.039827,0.0135333,0.0208911,859.174,0.716837,0.0131059,0.0466074,0.209916,0.00921996,0.00431334
0.047056,0.0156588,0.0241264,868.083,0.710504,0.0129901,0.0545328,0.206314,0.010668,0.00499079
0.050806,0.0167274,0.0257474,872.514,0.707263,0.0129308,0.0585936,0.204485,0.011396,0.00533136
0.052717,0.0172633,0.0265588,874.723,0.705622,0.0129008,0.0606505,0.203564,0.0117611,0.00550216
0.05467,0.0178051,0.0273782,876.948,0.703952,0.0128703,0.0627442,0.202628,0.0121302,0.00567485
0.05667,0.0183539,0.0282071,879.192,0.70225,0.0128391,0.0648796,0.201678,0.0125041,0.00584975
0.058721,0.0189104,0.0290465,881.459,0.700511,0.0128074,0.0670608,0.20071,0.0128832,0.00602712
0.063009,0.0200538,0.0307677,886.083,0.696902,0.0127414,0.0715932,0.19871,0.0136622,0.00639154
0.067546,0.0212348,0.0325402,890.813,0.693116,0.0126721,0.0763502,0.196626,0.0144668,0.00676797
0.072367,0.0224586,0.034371,895.661,0.68913,0.0125993,0.0813639,0.194448,0.0153006,0.007158
0.095041,0.0278145,0.0423064,916.176,0.670819,0.0122645,0.104454,0.184648,0.0189494,0.00886504
0.161497,0.0403824,0.0602812,958.04,0.619994,0.0113352,0.169053,0.159235,0.0275117,0.0128707
0.212756,0.0475597,0.0699252,975.278,0.582394,0.0106477,0.217314,0.142085,0.0324014,0.0151582
0.283603,0.0546139,0.0785481,981.589,0.531361,0.00971467,0.283411,0.120899,0.0372073,0.0174066
0.330224,0.0576816,0.0817134,976.065,0.497995,0.00910463,0.326969,0.10825,0.0392973,0.0183843
0.386211,0.0598831,0.083246,960.365,0.45796,0.00837267,0.37956,0.0942245,0.0407971,0.019086
0.453341,0.0605612,0.082223,929.707,0.409918,0.00749433,0.443104,0.0789222,0.0412591,0.0193021
0.532885,0.0588313,0.0775597,878.457,0.352947,0.00645273,0.519021,0.0627482,0.0400806,0.0187508
0.624232,0.0537764,0.0684109,802.134,0.287578,0.00525761,0.606808,0.0465799,0.0366368,0.0171397
0.722815,0.0450042,0.054962,701.581,0.217113,0.00396932,0.702176,0.0317379,0.0306605,0.0143438
0.819823,0.0332038,0.0388623,585.459,0.147133,0.00268991,0.797571,0.0194022,0.0226211,0.0105827
0.864624,0.0266215,0.0305278,525.401,0.113934,0.00208296,0.843045,0.0143163,0.0181368,0.00848484
0.904252,0.0200778,0.0226017,467.856,0.0834976,0.0015265,0.884848,0.0100496,0.0136787,0.00639923
0.937248,0.0139822,0.0154943,415.731,0.0568511,0.00103935,0.921527,0.00659982,0.00952578,0.00445641
0.962528,0.00880019,0.00963334,372.305,0.0351959,0.000643448,0.951387,0.00397379,0.00599541,0.0028048
0.979814,0.00493333,0.00535489,340.336,0.0195164,0.000356796,0.973032,0.00216182,0.00336098,0.00157235
0.990097,0.00248271,0.00268123,320.241,0.00975945,0.000178421,0.986511,0.00106881,0.00169142,0.00079129
0.995396,0.00117017,0.00126043,309.526,0.00458506,8.38232e-05,0.993662,0.00049919,0.000797217,0.000372958
0.997809,0.000560441,0.000602947,304.56,0.00219275,4.00874e-05,0.996969,0.000238093,0.000381818,0.000178624
