Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
-0.000000,0.000000,0.000000,800.000000,0.754250,0.013780,0.000000,0.231970,0.000000,0.000000
