Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.002,0.754253,0.01379,-0,0.231957,0,0
0,2e-06,0,800.017,0.754253,0.01379,-0,0.231956,1e-06,1e-06
4e-06,1.21872e-05,0.00139466,800.09,0.754249,0.0137899,2.63396e-06,0.231946,8.30286e-06,3.88429e-06
1.7e-05,5.17643e-05,0.00592384,800.384,0.754236,0.0137897,1.11893e-05,0.231911,3.52659e-05,1.64983e-05
7.5e-05,0.000227762,0.0260665,801.689,0.754178,0.0137886,4.92658e-05,0.231757,0.00015517,7.25923e-05
0.000309,0.000928515,0.106293,806.881,0.753946,0.0137844,0.000201386,0.23114,0.000632577,0.000295936
0.000652,0.00193023,0.221049,814.297,0.753613,0.0137783,0.000420311,0.230258,0.00131503,0.000615202
0.001394,0.00400501,0.45901,829.631,0.75292,0.0137656,0.000879579,0.22843,0.00272852,0.00127647
0.002892,0.00788353,0.90485,858.19,0.751607,0.0137415,0.00176129,0.225007,0.00537088,0.00251263
0.005687,0.014362,1.65228,905.549,0.749355,0.0137003,0.00331145,0.219272,0.00978451,0.00457742
0.007769,0.0187774,2.16329,937.554,0.747773,0.0136713,0.0044309,0.215348,0.0127927,0.00598471
0.01047,0.0241787,2.78951,976.384,0.745779,0.0136348,0.00587684,0.210531,0.0164725,0.0077062
0.01387,0.0306269,3.53755,1022.26,0.74331,0.0135897,0.00772164,0.204752,0.0208655,0.00976136
0.018039,0.0381638,4.41038,1075.19,0.740291,0.0135344,0.0100539,0.197957,0.0260003,0.0121635
0.023037,0.0467818,5.403,1134.76,0.736649,0.0134678,0.0129736,0.190128,0.0318716,0.0149102
0.028927,0.0564111,6.49994,1200.06,0.73231,0.0133885,0.0165915,0.181299,0.0384318,0.0179793
0.035787,0.0669169,7.67397,1269.65,0.727206,0.0132951,0.0210306,0.171551,0.0455892,0.0213277
0.039561,0.0723692,8.27047,1305.02,0.724382,0.0132435,0.023567,0.166439,0.0493038,0.0230654
0.041543,0.0751399,8.56946,1322.78,0.722895,0.0132163,0.0249239,0.163825,0.0511914,0.0239485
0.043601,0.0779496,8.86949,1340.64,0.72135,0.013188,0.0263502,0.161162,0.0531056,0.024844
0.045737,0.080794,9.16965,1358.56,0.719744,0.0131587,0.0278487,0.158455,0.0550435,0.0257506
0.047954,0.0836699,9.46916,1376.5,0.718076,0.0131282,0.0294227,0.155703,0.0570028,0.0266672
0.052665,0.0895273,10.0653,1412.47,0.714529,0.0130633,0.0328283,0.150053,0.0609933,0.0285341
0.05773,0.0954511,10.6462,1448,0.710711,0.0129935,0.036577,0.144267,0.065029,0.0304221
0.063178,0.101409,11.2039,1482.77,0.706603,0.0129184,0.0407035,0.138366,0.069088,0.032321
0.075414,0.113336,12.2184,1548.98,0.697373,0.0127497,0.050297,0.126244,0.0772139,0.0361225
0.089539,0.124862,13.0217,1607.44,0.686719,0.0125549,0.0618692,0.113995,0.0850661,0.039796
0.17245,0.159719,12.749,1703.95,0.623669,0.0114023,0.137737,0.0674732,0.108813,0.0509055
0.235929,0.163508,10.1257,1627.5,0.575968,0.0105302,0.20014,0.0498542,0.111395,0.0521131
0.324881,0.154921,6.49095,1456.04,0.509198,0.0093095,0.290567,0.0360038,0.105545,0.0493765
0.383846,0.14493,4.62149,1333.56,0.464752,0.00849693,0.351708,0.0301123,0.0987382,0.0461922
0.454759,0.130557,2.95069,1189.79,0.411272,0.0075192,0.425798,0.0248533,0.0889462,0.0416111
0.538942,0.111675,1.62601,1029.73,0.34777,0.00635827,0.514174,0.0200221,0.0760825,0.0355931
0.635334,0.0889047,0.737703,861.894,0.275071,0.00502917,0.615605,0.0153896,0.0605693,0.0283356
0.738294,0.064016,0.262345,697.143,0.197478,0.0036105,0.723995,0.0109005,0.043613,0.020403
0.837716,0.0398408,0.0700127,546.979,0.122762,0.00224436,0.828412,0.00674106,0.0271428,0.0126979
0.882448,0.0287811,0.0322024,479.445,0.0886641,0.0016209,0.87607,0.00486376,0.019608,0.00917303
0.920994,0.0193457,0.0138583,421.604,0.0595898,0.00108931,0.916708,0.00326701,0.0131798,0.00616578
0.937457,0.0153148,0.00889643,396.695,0.047172,0.00086228,0.934065,0.00258574,0.0104336,0.00488108
0.951599,0.0118543,0.00568888,375.167,0.036512,0.000667399,0.948965,0.00200115,0.00807597,0.00377815
0.972938,0.00667081,0.00234645,342.609,0.0205458,0.000375531,0.971282,0.00112587,0.00454454,0.00212611
0.986431,0.00347209,0.000987157,322.292,0.0106936,0.000195446,0.985053,0.00058591,0.00236533,0.00110665
0.993825,0.0017061,0.000428959,310.986,0.00525446,9.60316e-05,0.992655,0.000287869,0.00116223,0.000543798
0.997375,0.000783348,0.000185344,305.052,0.00241254,4.4091e-05,0.996628,0.000132166,0.000533626,0.000249689
0.998907,0.000342283,7.88612e-05,302.209,0.00105415,1.92652e-05,0.998527,5.77479e-05,0.000233165,0.000109103
