Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.003,0.754253,0.01379,-0,0.231957,0,0
1e-06,3.64776e-06,0.000149022,800.027,0.754252,0.01379,5.25476e-07,0.231954,2.48514e-06,1.16263e-06
7e-06,2.55273e-05,0.00104288,800.188,0.754246,0.0137899,3.6776e-06,0.231935,1.73912e-05,8.13616e-06
3e-05,0.000109288,0.00446508,800.806,0.754223,0.0137894,1.57493e-05,0.231863,7.44556e-05,3.48327e-05
0.000128,0.000464237,0.0189715,803.425,0.754125,0.0137876,6.69836e-05,0.231556,0.000316274,0.000147963
0.000514,0.00183303,0.0749796,813.514,0.753746,0.0137807,0.000265786,0.230374,0.0012488,0.00058423
0.001059,0.00369318,0.151267,827.205,0.753229,0.0137712,0.000539218,0.228767,0.00251608,0.0011771
0.002191,0.00732986,0.301016,853.901,0.752209,0.0137525,0.00108558,0.225623,0.00499367,0.00233619
0.004381,0.013726,0.566399,900.602,0.750383,0.013719,0.00208926,0.220083,0.00935122,0.00437478
0.008243,0.0237688,0.988164,973.199,0.747419,0.0136647,0.0037935,0.211354,0.0161932,0.00757563
0.010959,0.0302918,1.26505,1019.84,0.745422,0.0136282,0.00499529,0.205662,0.0206372,0.00965464
0.014342,0.0380464,1.59656,1074.74,0.742968,0.0135833,0.0065304,0.198872,0.0259202,0.0121262
0.018428,0.0470286,1.98267,1137.56,0.740009,0.0135291,0.00846386,0.19097,0.0320397,0.014989
0.023228,0.0571536,2.41898,1207.37,0.736508,0.0134651,0.0108608,0.182012,0.0389376,0.018216
0.028731,0.068237,2.89541,1282.51,0.732455,0.013391,0.0137786,0.172138,0.0464885,0.0217485
0.034945,0.0800719,3.39932,1361.15,0.727835,0.0133065,0.0172818,0.161505,0.0545514,0.0255205
0.041919,0.0924712,3.917,1441.62,0.722613,0.013211,0.0214576,0.150247,0.0629989,0.0294724
0.04567,0.0987507,4.17318,1481.54,0.719794,0.0131595,0.0238028,0.144492,0.0672769,0.0314738
0.047622,0.101911,4.30017,1501.4,0.718326,0.0131326,0.0250493,0.141581,0.0694302,0.0324811
0.049634,0.105093,4.42649,1521.24,0.716811,0.013105,0.0263522,0.138638,0.0715979,0.0334952
0.051712,0.108299,4.55207,1541.05,0.715246,0.0130763,0.0277167,0.135662,0.0737819,0.0345169
0.053856,0.111522,4.67643,1560.78,0.713631,0.0130468,0.0291443,0.132656,0.0759776,0.0355442
0.058373,0.118036,4.92117,1600.07,0.710226,0.0129846,0.0322151,0.126538,0.0804154,0.0376202
0.063187,0.124576,5.15646,1638.66,0.706596,0.0129182,0.0355787,0.120331,0.0848714,0.0397049
0.068322,0.131113,5.37896,1676.26,0.702723,0.0128474,0.0392651,0.114051,0.0893248,0.0417883
0.079714,0.144091,5.77197,1747.52,0.69413,0.0126903,0.0477824,0.101307,0.0981662,0.0459245
0.092717,0.156559,6.06405,1810.53,0.684321,0.012511,0.0580234,0.0885851,0.106661,0.0498984
0.166263,0.193723,5.62102,1920.16,0.628283,0.0114865,0.124084,0.042423,0.13198,0.0617433
0.222182,0.197606,4.24887,1843.02,0.586186,0.0107169,0.179036,0.0264541,0.134625,0.062981
0.299513,0.188134,2.56921,1663.49,0.528293,0.00965845,0.257891,0.0160232,0.128172,0.059962
0.350377,0.177775,1.78205,1535.86,0.489982,0.00895803,0.31098,0.0123052,0.121114,0.0566603
0.411454,0.163187,1.12916,1386.35,0.443935,0.00811616,0.375263,0.00949906,0.111176,0.052011
0.484381,0.144206,0.638868,1219.61,0.388927,0.00711049,0.452399,0.00735705,0.0982449,0.0459615
0.569954,0.120885,0.317274,1041.6,0.324378,0.00593037,0.543147,0.00565905,0.0823569,0.0385287
0.665919,0.0941611,0.132774,861.21,0.252002,0.00460718,0.645026,0.00420344,0.0641501,0.0300112
0.765666,0.0661806,0.0444556,689.057,0.176909,0.00323437,0.750785,0.00289024,0.0450876,0.0210933
0.858901,0.0399381,0.0117647,535.517,0.106716,0.00195112,0.849664,0.00173085,0.027209,0.0127293
0.899733,0.0283056,0.00537892,468.011,0.0756266,0.00138273,0.893461,0.0012247,0.019284,0.00902169
0.933959,0.0186439,0.0023466,411.567,0.0498102,0.000910716,0.92983,0.000806012,0.0127017,0.00594222
0.960407,0.0111881,0.000985465,367.49,0.0298898,0.000546486,0.957893,0.000483494,0.00762216,0.00356579
0.978686,0.00610851,0.000410073,337.087,0.0163188,0.000298341,0.977011,0.000263922,0.00416148,0.00194675
0.989687,0.00311809,0.000175657,319.012,0.00832975,0.000152267,0.988266,0.000134698,0.00212417,0.000993653
0.995418,0.0015035,7.69941e-05,309.188,0.00401643,7.34125e-05,0.994342,6.49426e-05,0.00102423,0.000479102
0.99805,0.000684326,3.35085e-05,304.187,0.00182807,3.34116e-05,0.997425,2.95571e-05,0.000466176,0.000218059
0.999144,0.0003117,1.49781e-05,301.908,0.000832658,1.5218e-05,0.998827,1.34624e-05,0.000212335,9.93212e-05
