Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.005,0.754253,0.01379,-0,0.231957,0,0
1e-06,2.0002e-06,3.25183e-06,800.013,0.754252,0.01379,8.90482e-07,0.231955,1.3627e-06,6.37495e-07
1.1e-05,2.19988e-05,3.57644e-05,800.144,0.754242,0.0137898,9.79422e-06,0.231936,1.49873e-05,7.01135e-06
4.2e-05,8.39547e-05,0.000136487,800.548,0.754211,0.0137892,3.73833e-05,0.231879,5.71966e-05,2.67577e-05
0.00018,0.000359034,0.000583656,802.345,0.754072,0.0137867,0.000159972,0.231622,0.000244602,0.000114429
0.000708,0.00140078,0.00227666,809.145,0.753547,0.0137771,0.000625657,0.23065,0.000954324,0.000446451
0.001434,0.00280645,0.00455985,818.311,0.752835,0.0137641,0.00125769,0.229337,0.00191197,0.000894458
0.002908,0.00557174,0.00904709,836.31,0.751426,0.0137383,0.00251391,0.226751,0.00379591,0.0017758
0.005671,0.0104731,0.0169845,868.104,0.748893,0.0136919,0.00478565,0.222156,0.00713513,0.00333796
0.01036,0.0181101,0.0293025,917.327,0.744849,0.0136179,0.00845454,0.214968,0.012338,0.00577198
0.013545,0.0229125,0.0370109,948.064,0.742238,0.0135702,0.0108527,0.210427,0.0156098,0.00730257
0.017423,0.0284297,0.0458237,983.15,0.739164,0.0135139,0.0137049,0.205187,0.0193686,0.00906101
0.022014,0.0345829,0.0555886,1021.97,0.735635,0.0134494,0.0170203,0.199312,0.0235606,0.0110221
0.027313,0.0412774,0.0661232,1063.82,0.731662,0.0133767,0.0208047,0.192879,0.0281215,0.0131558
0.033296,0.048416,0.0772361,1107.95,0.727256,0.0132961,0.0250641,0.185968,0.0329848,0.015431
0.039927,0.0559045,0.0887372,1153.67,0.722428,0.0132078,0.0298062,0.178654,0.0380866,0.0178177
0.047164,0.0636526,0.10044,1200.31,0.717186,0.0131119,0.0350392,0.171011,0.0433652,0.0202872
0.050918,0.067517,0.106192,1223.3,0.714469,0.0130623,0.0377847,0.167167,0.045998,0.0215189
0.052828,0.0694454,0.109039,1234.7,0.713086,0.013037,0.0391906,0.165241,0.0473117,0.0221335
0.054778,0.0713887,0.111892,1246.14,0.711674,0.0130111,0.0406325,0.163294,0.0486357,0.0227529
0.056773,0.0733508,0.114755,1257.65,0.710228,0.0129847,0.0421147,0.161322,0.0499724,0.0233782
0.058818,0.0753353,0.117633,1269.23,0.708745,0.0129576,0.0436416,0.159321,0.0513244,0.0240107
0.063091,0.0793965,0.12346,1292.76,0.705641,0.0129008,0.046857,0.155205,0.0540912,0.0253051
0.067612,0.0835711,0.12936,1316.71,0.702349,0.0128406,0.0502964,0.150943,0.0569353,0.0266356
0.072416,0.0878727,0.135334,1341.11,0.698841,0.0127765,0.0539934,0.146516,0.0598659,0.0280067
0.095005,0.106323,0.159488,1442.14,0.682217,0.0124725,0.0719457,0.127042,0.0724359,0.0338872
0.161269,0.144989,0.19647,1623.98,0.632678,0.0115668,0.129057,0.0817097,0.0987778,0.0462106
0.212431,0.16153,0.19762,1671.46,0.59423,0.0108639,0.176367,0.0570096,0.110047,0.0514827
0.28316,0.170372,0.175159,1647.06,0.541225,0.00989483,0.244682,0.0338259,0.116071,0.054301
0.329711,0.169774,0.152559,1593.47,0.506547,0.00926084,0.290791,0.0236272,0.115664,0.0541102
0.385622,0.1643,0.122496,1504.91,0.465021,0.00850164,0.34706,0.0151169,0.111935,0.0523657
0.452671,0.155942,0.0777911,1393.61,0.416461,0.00761384,0.413294,0.00668951,0.10624,0.0497016
0.532134,0.137046,0.0538368,1214.32,0.348971,0.00638,0.50696,0.000643102,0.0933666,0.0436791
0.623425,0.109887,0.0297996,1014.23,0.28388,0.00518996,0.599277,0.00176531,0.0748642,0.0350233
0.722003,0.0821117,0.0176636,814.735,0.209126,0.00382328,0.704542,0.000396828,0.0559412,0.0261706
0.819078,0.0536671,0.00607205,628.056,0.136332,0.00249242,0.807357,0.000151597,0.0365625,0.0171047
0.863944,0.0404316,0.00332665,544.958,0.10263,0.00187627,0.854972,8.99205e-05,0.0275454,0.0128863
0.903661,0.0287636,0.00176434,473.165,0.072975,0.00133408,0.896875,5.23288e-05,0.0195962,0.00916749
0.936768,0.0191739,0.000912788,414.956,0.0486291,0.000888968,0.931278,2.98217e-05,0.013063,0.00611106
0.962172,0.0119135,0.000464329,371.251,0.0302087,0.000552203,0.957309,1.65612e-05,0.00811654,0.00379701
0.979582,0.00683992,0.000231769,340.854,0.0173418,0.000316982,0.975492,8.84338e-06,0.00466,0.00217998
0.989964,0.00359261,0.000111859,321.445,0.00910801,0.000166474,0.987128,4.45646e-06,0.00244763,0.00114501
0.995327,0.00175654,5.23346e-05,310.482,0.00445305,8.13898e-05,0.993707,2.13394e-06,0.00119672,0.000559832
0.997774,0.000859484,2.50961e-05,305.128,0.00217887,3.98233e-05,0.996921,1.03439e-06,0.000585564,0.000273928
