Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,-0,0,800,0.754253,0.01379,-0,0.231957,-0,-0
-0,-0,0,800,0.754253,0.01379,-0,0.231957,-0,-0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,-0,0,800,0.754253,0.01379,-0,0.231957,-0,-0
-0,-0,0,800,0.754253,0.01379,-0,0.231957,-0,-0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.005,0.754253,0.01379,-0,0.231957,0,0
1e-06,1.9783e-06,8.21126e-06,800.013,0.754252,0.01379,8.95336e-07,0.231955,1.34777e-06,6.30523e-07
1e-05,1.97802e-05,8.21007e-05,800.129,0.754243,0.0137898,8.95247e-06,0.231939,1.34758e-05,6.30434e-06
4.1e-05,8.10595e-05,0.000336445,800.53,0.754212,0.0137892,3.66926e-05,0.231881,5.52241e-05,2.58353e-05
0.000173,0.000341329,0.00141664,802.231,0.754079,0.0137868,0.0001546,0.231638,0.00023254,0.000108788
0.000684,0.00133896,0.00555595,808.746,0.753571,0.0137775,0.000607889,0.230705,0.000912208,0.000426754
0.001388,0.00268848,0.0111522,817.552,0.75288,0.0137649,0.00122452,0.229442,0.00183161,0.000856873
0.002822,0.00535412,0.0221954,834.915,0.751507,0.0137397,0.0024547,0.226945,0.00364765,0.00170646
0.005517,0.0100966,0.0418023,865.701,0.749031,0.0136944,0.00468636,0.222492,0.00687862,0.00321799
0.010111,0.0175279,0.0724015,913.641,0.745057,0.0136217,0.00830753,0.215485,0.0119414,0.00558648
0.013242,0.0222196,0.0916263,943.699,0.742482,0.0135746,0.0106818,0.211042,0.0151378,0.00708183
0.017065,0.0276258,0.11367,978.115,0.739444,0.013519,0.0135122,0.205899,0.0188209,0.00880488
0.021599,0.0336655,0.138139,1016.27,0.73595,0.0134551,0.0168057,0.200123,0.0229356,0.0107299
0.026841,0.0402466,0.164576,1057.45,0.732013,0.0133831,0.0205682,0.19379,0.0274192,0.0128274
0.032769,0.0472738,0.192504,1100.95,0.727642,0.0133032,0.0248059,0.186975,0.0322066,0.0150671
0.039348,0.054654,0.221444,1146.07,0.722848,0.0132155,0.0295262,0.179756,0.0372346,0.0174193
0.046535,0.0622965,0.250921,1192.13,0.717641,0.0131203,0.0347362,0.172206,0.0424413,0.0198551
0.05027,0.0661155,0.265439,1214.88,0.714938,0.0130708,0.0374734,0.168402,0.0450431,0.0210723
0.052185,0.0680358,0.272681,1226.26,0.713552,0.0130455,0.0388857,0.166481,0.0463514,0.0216844
0.054148,0.0699786,0.279966,1237.71,0.71213,0.0130195,0.0403399,0.164532,0.047675,0.0223036
0.056162,0.0719455,0.287297,1249.26,0.710671,0.0129928,0.0418388,0.162552,0.049015,0.0229305
0.058231,0.0739389,0.29468,1260.91,0.709171,0.0129654,0.0433863,0.160539,0.050373,0.0235658
0.062561,0.0780237,0.309651,1284.61,0.706026,0.0129079,0.0466502,0.156392,0.0531559,0.0248677
0.067147,0.0822252,0.324815,1308.73,0.702688,0.0128469,0.0501452,0.152095,0.0560183,0.0262068
0.072022,0.0865547,0.34017,1333.31,0.699129,0.0127818,0.0539036,0.147631,0.0589679,0.0275867
0.094976,0.105128,0.402246,1435.02,0.682238,0.012473,0.0721821,0.127979,0.0716214,0.0335063
0.162137,0.143803,0.496637,1616.38,0.632026,0.011555,0.130184,0.0824321,0.0979699,0.0458328
0.213774,0.160178,0.499533,1662.5,0.593221,0.0108456,0.178004,0.0577516,0.109126,0.051052
0.285111,0.168829,0.443083,1636.61,0.539768,0.00986835,0.246956,0.0345791,0.11502,0.0538092
0.332043,0.168146,0.386433,1582.43,0.504816,0.00922937,0.293447,0.0243619,0.114555,0.0535915
0.3884,0.162609,0.311801,1493.45,0.462975,0.00846444,0.350147,0.0158042,0.110783,0.0518269
0.455954,0.1542,0.236356,1382.15,0.414264,0.00757389,0.416593,0.00736992,0.105053,0.0491466
0.535943,0.135086,0.139734,1201.92,0.346373,0.00633269,0.510839,0.00136955,0.0920315,0.0430547
0.627646,0.108176,0.0780892,1003.54,0.280692,0.00513189,0.603883,0.00211741,0.0736981,0.0344778
0.726339,0.080529,0.0474382,805.319,0.205886,0.00376427,0.709188,0.000632804,0.0548628,0.0256662
0.823087,0.0523054,0.0168943,620.199,0.133319,0.00243753,0.811653,0.000285185,0.0356346,0.0166708
0.867602,0.0392265,0.00944198,538.062,0.099888,0.00182632,0.858875,0.000184866,0.0267242,0.0125023
0.906837,0.027751,0.00510707,467.39,0.0706206,0.00129122,0.900221,0.000116707,0.0189062,0.00884481
0.93935,0.0183789,0.00268945,410.42,0.0467503,0.000854789,0.933945,7.11121e-05,0.0125211,0.00585774
0.964095,0.0113296,0.0013866,367.909,0.028811,0.00052679,0.959291,4.14226e-05,0.00771855,0.00361099
0.980867,0.00643387,0.000696092,338.517,0.0163586,0.000299108,0.976886,2.27117e-05,0.00438323,0.00205063
0.990744,0.00332515,0.000334278,319.894,0.00845372,0.000154572,0.988055,1.15116e-05,0.00226533,0.00105981
0.995786,0.00158716,0.000153647,309.493,0.00403494,7.37768e-05,0.994299,5.44218e-06,0.00108128,0.00050587
0.998063,0.000748338,7.12157e-05,304.476,0.00190242,3.47848e-05,0.997312,2.55506e-06,0.00050982,0.000238516
