Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.005,0.754253,0.01379,-0,0.231957,0,0
1e-06,2.96477e-08,5.34745e-08,800,0.754252,0.01379,1.09807e-06,0.231957,2.01984e-08,9.44929e-09
1e-05,2.96474e-07,5.34739e-07,799.996,0.754245,0.0137898,1.09806e-05,0.231954,2.01981e-07,9.44919e-08
4.2e-05,1.24514e-06,2.24581e-06,799.984,0.754218,0.0137894,4.61182e-05,0.231945,8.48288e-07,3.9685e-07
0.000177,5.24649e-06,9.46287e-06,799.934,0.754106,0.0137873,0.000194348,0.231908,3.57432e-06,1.67216e-06
0.000697,2.06465e-05,3.72387e-05,799.741,0.753672,0.0137794,0.000765195,0.231762,1.4066e-05,6.58041e-06
0.001414,4.18477e-05,7.54769e-05,799.474,0.753075,0.0137685,0.00155202,0.231562,2.851e-05,1.33377e-05
0.00287,8.47835e-05,0.000152911,798.932,0.751864,0.0137463,0.00314879,0.231156,5.77612e-05,2.70221e-05
0.005602,0.000164924,0.00029743,797.914,0.749593,0.0137048,0.00614128,0.230396,0.000112359,5.25643e-05
0.010251,0.000300032,0.000541035,796.18,0.745738,0.0136343,0.0112226,0.229105,0.000204406,9.56259e-05
0.013412,0.000390991,0.000705008,794.999,0.743123,0.0135865,0.0146699,0.22823,0.000266374,0.000124616
0.017266,0.000500903,0.000903118,793.558,0.739941,0.0135283,0.0188644,0.227166,0.000341255,0.000159647
0.021833,0.000629752,0.00113532,791.847,0.736179,0.0134596,0.0238231,0.225908,0.000429037,0.000200714
0.027106,0.000776645,0.00139997,789.869,0.731848,0.0133804,0.0295327,0.224462,0.000529112,0.000247531
0.033063,0.000940189,0.00169455,787.63,0.726971,0.0132912,0.0359628,0.222835,0.000640531,0.000299656
0.039668,0.00111857,0.00201575,785.141,0.721582,0.0131927,0.043068,0.221039,0.000762056,0.000356508
0.046877,0.00130973,0.00235988,782.418,0.715722,0.0130855,0.0507942,0.219088,0.000892293,0.000417437
0.050617,0.00140747,0.00253577,781.003,0.712692,0.0130301,0.054791,0.21808,0.00095888,0.000448588
0.052527,0.00145701,0.00262491,780.279,0.711146,0.0130019,0.056829,0.217566,0.000992629,0.000464376
0.054482,0.00150745,0.00271567,779.538,0.709566,0.012973,0.058913,0.217041,0.00102699,0.000480452
0.056485,0.00155885,0.00280815,778.778,0.707948,0.0129434,0.061046,0.216503,0.00106201,0.000496836
0.05854,0.0016113,0.0029025,777.998,0.706291,0.0129131,0.0632321,0.215953,0.00109775,0.000513552
0.062838,0.00172005,0.0030981,776.364,0.70283,0.0128498,0.0677967,0.214804,0.00117184,0.000548213
0.067388,0.00183379,0.00330264,774.632,0.699174,0.012783,0.0726182,0.213591,0.00124933,0.000584465
0.072224,0.00195313,0.00351718,772.787,0.695298,0.0127121,0.0777306,0.212306,0.00133063,0.0006225
0.094981,0.00249344,0.0044879,764.059,0.677184,0.0123809,0.101627,0.206315,0.00169873,0.000794705
0.161642,0.00388085,0.00697476,738.019,0.625207,0.0114306,0.170231,0.18925,0.00264394,0.0012369
0.213008,0.00476013,0.00854525,717.422,0.586104,0.0107157,0.22188,0.17654,0.00324298,0.00151715
0.283983,0.0057174,0.0102474,688.108,0.533152,0.00974759,0.291871,0.159511,0.00389515,0.00182225
0.330675,0.00619052,0.0110838,668.226,0.498856,0.00912054,0.337238,0.148595,0.00421747,0.00197304
0.386738,0.00659975,0.0118016,643.664,0.458091,0.00837523,0.391194,0.13574,0.00449627,0.00210347
0.453943,0.00686744,0.0122617,613.13,0.409621,0.00748906,0.455396,0.120626,0.00467864,0.00218878
0.533552,0.00687599,0.0122548,575.245,0.352438,0.00644357,0.531209,0.103034,0.00468447,0.00219151
0.62494,0.00647649,0.0115187,529.147,0.286593,0.00523974,0.618596,0.0830952,0.0044123,0.00206418
0.723526,0.00554993,0.00984853,475.801,0.214617,0.00392381,0.714228,0.0616815,0.00378105,0.00176887
0.820494,0.00411987,0.00729451,419.041,0.14206,0.00259726,0.810742,0.0404812,0.00280678,0.00131308
0.865259,0.00327821,0.00579828,391.195,0.10773,0.00196962,0.856443,0.0305788,0.00223338,0.00104483
0.904836,0.00243429,0.00430165,365.617,0.0768342,0.00140475,0.897593,0.0217341,0.00165843,0.000775854
0.937764,0.00165828,0.00292811,343.599,0.0506856,0.000926675,0.932433,0.0142967,0.00112975,0.000528525
0.962956,0.00101784,0.0017962,326.275,0.0303797,0.000555426,0.959497,0.00855044,0.000693431,0.000324405
0.980146,0.000556958,0.000982479,314.204,0.0163625,0.000299152,0.978183,0.00459845,0.000379443,0.000177513
0.990342,0.000274268,0.000483696,306.945,0.00798331,0.000145957,0.989355,0.00224164,0.000186853,8.74144e-05
0.995582,0.000126251,0.000222628,303.186,0.00365759,6.68711e-05,0.995123,0.00102655,8.60121e-05,4.02386e-05
