Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.002,0.754253,0.01379,-0,0.231957,0,0
0,2e-06,0,800.021,0.754253,0.01379,-0,0.231956,2e-06,1e-06
5e-06,1.16511e-05,0.000947891,800.081,0.754248,0.0137899,4.08676e-06,0.231946,7.93774e-06,3.71349e-06
2.1e-05,4.89145e-05,0.00397948,800.34,0.754232,0.0137896,1.71592e-05,0.231912,3.33247e-05,1.55902e-05
9.3e-05,0.000216219,0.0175903,801.503,0.75416,0.0137883,7.5887e-05,0.23176,0.000147307,6.8914e-05
0.000381,0.000879318,0.0715305,806.111,0.753873,0.013783,0.000309228,0.231156,0.000599065,0.000280259
0.000795,0.00181599,0.147709,812.615,0.753466,0.0137756,0.000640443,0.230302,0.00123721,0.000578799
0.001678,0.00375329,0.305206,826.047,0.752621,0.0137601,0.0013317,0.228534,0.00255706,0.00119626
0.00343,0.00738454,0.600144,851.147,0.751019,0.0137308,0.00265162,0.225214,0.00503096,0.00235362
0.006627,0.0134399,1.09095,892.755,0.748287,0.0136807,0.00493172,0.219661,0.0091564,0.00428361
0.008951,0.0174946,1.41863,920.424,0.746411,0.0136464,0.00652076,0.215928,0.0119188,0.00557592
0.01191,0.0223459,1.80938,953.308,0.744111,0.0136043,0.00849534,0.211444,0.0152238,0.00712212
0.015563,0.0279724,2.26036,991.123,0.74136,0.0135539,0.010895,0.206219,0.0190571,0.00891542
0.019957,0.0343474,2.76774,1033.52,0.738127,0.0134948,0.0137691,0.200262,0.0234002,0.0109473
0.025133,0.0414465,3.3272,1080.14,0.734366,0.013426,0.0171818,0.193579,0.0282367,0.0132099
0.031139,0.049252,3.93407,1130.64,0.730018,0.0133465,0.0212167,0.186167,0.0335544,0.0156977
0.038042,0.0577475,4.58256,1184.64,0.725005,0.0132548,0.0259812,0.178012,0.0393422,0.0184053
0.041811,0.0621915,4.9159,1212.46,0.722253,0.0132045,0.0286441,0.173706,0.0423699,0.0198217
0.043784,0.0644654,5.08471,1226.58,0.720809,0.0131781,0.0300555,0.171492,0.043919,0.0205465
0.045827,0.0667827,5.25542,1240.87,0.71931,0.0131507,0.0315294,0.169228,0.0454977,0.021285
0.047944,0.0691441,5.42795,1255.35,0.717753,0.0131222,0.03307,0.166911,0.0471065,0.0220376
0.050135,0.0715458,5.60187,1269.98,0.716139,0.0130927,0.0346784,0.164545,0.0487427,0.0228031
0.054778,0.0764947,5.95484,1299.8,0.712706,0.0130299,0.0381327,0.159637,0.0521143,0.0243804
0.059752,0.0815864,6.30968,1330,0.709014,0.0129624,0.0418995,0.154538,0.0555831,0.0260033
0.065085,0.0868072,6.66362,1360.42,0.705041,0.0128898,0.0460103,0.149252,0.05914,0.0276672
0.077004,0.097603,7.35772,1421.33,0.69612,0.0127267,0.0554449,0.138105,0.0664949,0.031108
0.090698,0.108577,7.99708,1479.97,0.685828,0.0125386,0.0666585,0.126398,0.0739714,0.0346057
0.169901,0.147646,9.11586,1635.97,0.626105,0.0114468,0.137182,0.0776199,0.100588,0.0470578
0.230249,0.158021,8.21356,1620.98,0.580587,0.0106146,0.195233,0.0555456,0.107656,0.0503644
0.314257,0.157948,6.22846,1514,0.515442,0.00942361,0.281618,0.0355681,0.107607,0.0503413
0.369708,0.150753,4.85965,1411.45,0.474373,0.00867277,0.337662,0.0285388,0.102705,0.048048
0.436326,0.138984,3.46321,1280.82,0.424549,0.00776185,0.406329,0.0223769,0.094687,0.0442971
0.515568,0.122161,2.1911,1125.52,0.365423,0.00668085,0.488447,0.0172887,0.0832259,0.0389352
0.607266,0.100635,1.20216,953.461,0.296871,0.00542755,0.584103,0.0129629,0.0685606,0.0320744
0.707182,0.0758888,0.549735,777.312,0.221902,0.00405688,0.688983,0.0091699,0.0517015,0.0241873
0.806637,0.0500748,0.212445,609.232,0.145845,0.00266632,0.79554,0.00587373,0.034115,0.0159598
0.894211,0.0274517,0.0670063,468.587,0.0797926,0.00145869,0.888127,0.00317043,0.0187024,0.00874943
0.930009,0.0181969,0.034477,411.835,0.0528649,0.000966377,0.925879,0.00209327,0.0123973,0.00579975
0.957835,0.0110921,0.0170183,368.294,0.0322143,0.000588846,0.954832,0.00127292,0.00755693,0.00353534
0.977208,0.00624499,0.00820246,338.524,0.0181338,0.000331444,0.974574,0.000715671,0.00425466,0.00199047
0.988968,0.00324945,0.00386892,320.074,0.00943461,0.000172432,0.986771,0.000372104,0.00221384,0.00103572
0.995149,0.00153728,0.00173612,309.505,0.00446321,8.15689e-05,0.993742,0.000175973,0.00104735,0.000489993
0.998009,0.000662144,0.0007295,304.096,0.00192237,3.51322e-05,0.997305,7.57829e-05,0.000451119,0.000211053
0.999205,0.000270784,0.000295238,301.675,0.000786148,1.43671e-05,0.998898,3.09893e-05,0.000184485,8.63104e-05
0.999921,2.73292e-05,2.96116e-05,300.169,7.93425e-05,1.45e-06,0.999889,3.1275e-06,1.86194e-05,8.711e-06
