Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.004,0.754253,0.01379,-0,0.231957,0,0
1e-06,2.77736e-06,3.18436e-05,800.019,0.754252,0.01379,7.18375e-07,0.231955,1.89218e-06,8.85204e-07
9e-06,2.49911e-05,0.000286534,800.173,0.754244,0.0137898,6.46442e-06,0.231935,1.70261e-05,7.96521e-06
3.8e-05,0.00010544,0.00120893,800.732,0.754215,0.0137893,2.72797e-05,0.231863,7.18346e-05,3.36059e-05
0.000162,0.000448091,0.00513781,803.11,0.754091,0.013787,0.000116036,0.231558,0.000305278,0.000142816
0.000641,0.00175198,0.0200912,812.152,0.753617,0.0137783,0.00045526,0.230398,0.0011936,0.000558394
0.001304,0.00350801,0.0402368,824.315,0.752976,0.0137666,0.000915947,0.228834,0.00238996,0.00111808
0.002662,0.0069474,0.0797156,848.084,0.75171,0.0137434,0.00183181,0.225767,0.00473316,0.00221428
0.005233,0.0129841,0.149065,889.622,0.749453,0.0137021,0.00348717,0.220374,0.00884588,0.00413831
0.009651,0.0223148,0.256328,953.309,0.745859,0.0136363,0.0061842,0.212006,0.0152027,0.00711219
0.012683,0.0281897,0.32384,993.053,0.743522,0.0135935,0.00798085,0.206714,0.0192052,0.00898465
0.016403,0.0349881,0.401853,1038.67,0.740737,0.0135426,0.0101662,0.200566,0.0238368,0.0111514
0.020834,0.0426487,0.489494,1089.57,0.737487,0.0134831,0.0127775,0.193603,0.0290558,0.013593
0.025975,0.0510884,0.585529,1145,0.733757,0.0134149,0.0158534,0.185886,0.0348056,0.0162829
0.031808,0.060204,0.688369,1204.06,0.729534,0.0133376,0.0194324,0.177492,0.0410159,0.0191883
0.038298,0.0698593,0.79592,1265.65,0.724818,0.0132514,0.0235445,0.168526,0.0475939,0.0222656
0.045408,0.0799005,0.905777,1328.58,0.719617,0.0131563,0.0282145,0.159111,0.0544347,0.0254659
0.049156,0.0849761,0.960347,1359.92,0.71686,0.0131059,0.0307452,0.154312,0.0578926,0.0270836
0.051091,0.0875385,0.987612,1375.61,0.715433,0.0130797,0.0320699,0.151879,0.0596383,0.0279003
0.05308,0.0901314,1.01499,1391.41,0.713963,0.0130529,0.0334442,0.149408,0.0614048,0.0287267
0.055126,0.0927554,1.04247,1407.29,0.712448,0.0130252,0.0348712,0.1469,0.0631925,0.029563
0.057231,0.0954093,1.07001,1423.27,0.710887,0.0129966,0.036353,0.144354,0.0650005,0.0304089
0.061646,0.100825,1.12535,1455.54,0.707604,0.0129366,0.0395049,0.139128,0.0686904,0.0321351
0.066332,0.106353,1.18052,1488,0.70411,0.0128727,0.0429132,0.133751,0.0724562,0.0338968
0.071316,0.111984,1.23515,1520.54,0.700383,0.0128046,0.0466063,0.128222,0.0762925,0.0356915
0.094872,0.135253,1.43813,1648.11,0.682686,0.012481,0.0649134,0.104667,0.0921452,0.0431078
0.163829,0.176539,1.59311,1821.87,0.630686,0.0115303,0.124707,0.0565379,0.120272,0.0562665
0.216535,0.188689,1.42837,1820.92,0.590931,0.0108034,0.174722,0.0348541,0.12855,0.0601391
0.289286,0.190026,1.06362,1725.06,0.534729,0.00977596,0.248939,0.0165295,0.129461,0.0605652
0.33711,0.183504,0.80387,1625.03,0.49886,0.0091202,0.29794,0.0105757,0.125018,0.0584864
0.39452,0.17195,0.514498,1492.69,0.455752,0.00833208,0.357654,0.00631161,0.117146,0.0548041
0.463263,0.155188,0.37774,1332.36,0.404298,0.00739142,0.429586,0.00353563,0.105727,0.0494617
0.544495,0.13309,0.187751,1149.77,0.34391,0.0062874,0.514546,0.00216562,0.0906717,0.0424186
0.637175,0.106799,0.0762842,956.974,0.274672,0.0050216,0.61217,0.00133805,0.0727597,0.034039
0.73614,0.0778991,0.025914,766.226,0.199876,0.00365419,0.717739,0.000831586,0.053071,0.0248281
0.832106,0.0493969,0.00867753,591.523,0.126634,0.00231516,0.82116,0.000493474,0.0336531,0.0157438
0.875775,0.0365582,0.0045947,515.317,0.0936954,0.00171295,0.867676,0.000357421,0.0249063,0.0116518
0.913842,0.0253679,0.00235433,449.487,0.0650049,0.00118841,0.908194,0.0002447,0.0172827,0.0080852
0.944912,0.0162939,0.00116785,396.212,0.0417487,0.000763213,0.941038,0.000155885,0.0111007,0.00519309
0.968062,0.00966367,0.000566634,357.204,0.0247591,0.000452597,0.965033,9.20016e-05,0.00658369,0.00307988
0.983332,0.00533316,0.000272644,331.636,0.0136635,0.000249752,0.980703,5.06323e-05,0.0036334,0.00169968
0.99206,0.00273708,0.000129133,316.258,0.0070123,0.000128168,0.990096,2.59473e-05,0.00186473,0.000872298
0.996398,0.00131927,5.97741e-05,307.842,0.0033799,6.17741e-05,0.995227,1.24978e-05,0.000898801,0.000420444
0.998316,0.000638415,2.84093e-05,303.796,0.00163558,2.98928e-05,0.99769,6.04599e-06,0.000434943,0.000203458
