Z,Yc,omegaYc,T,N2,AR,C7H16,O2,CO2,H2O
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800.001,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800.001,0.754253,0.01379,-0,0.231957,0,0
-0,0,0,800.001,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.001,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.002,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.002,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.002,0.754253,0.01379,-0,0.231957,0,0
0,0,0,800.002,0.754253,0.01379,-0,0.231957,0,0
0,1e-06,0,800.007,0.754253,0.01379,-0,0.231957,0,0
1e-06,1.32339e-06,4.01055e-06,800.008,0.754252,0.01379,1.03046e-06,0.231956,9.01599e-07,4.21794e-07
1e-05,1.32328e-05,4.01018e-05,800.081,0.754243,0.0137898,1.0304e-05,0.231944,9.0152e-06,4.21756e-06
4.1e-05,5.42379e-05,0.000164364,800.332,0.754212,0.0137893,4.22376e-05,0.231902,3.69511e-05,1.72868e-05
0.000175,0.0002312,0.000700585,801.416,0.754079,0.0137868,0.00018012,0.231723,0.000157511,7.36883e-05
0.000692,0.000909653,0.00275564,805.569,0.753566,0.0137774,0.000709792,0.231038,0.000619727,0.000289926
0.001404,0.00183305,0.00555068,811.217,0.752865,0.0137646,0.0014334,0.230103,0.00124882,0.000584231
0.002851,0.00367213,0.0111105,822.451,0.751464,0.013739,0.00288417,0.228241,0.00250174,0.00117039
0.005569,0.0070002,0.021147,842.725,0.748902,0.0136921,0.00554361,0.224862,0.00476908,0.00223111
0.010194,0.012329,0.0371439,875.029,0.744724,0.0136157,0.00990137,0.21943,0.00839949,0.00392952
0.013342,0.0157477,0.047354,895.643,0.741991,0.0135657,0.0127679,0.215928,0.0107286,0.00501913
0.017181,0.0197207,0.0591616,919.479,0.738756,0.0135065,0.0161756,0.211841,0.0134353,0.00628539
0.021732,0.0241877,0.0723561,946.116,0.735039,0.0134386,0.0201139,0.207221,0.0164786,0.00770913
0.02699,0.0290679,0.0866611,975.002,0.730872,0.0133623,0.0245578,0.20214,0.0198033,0.00926453
0.032932,0.0342753,0.101785,1005.56,0.72629,0.0132785,0.0294791,0.196678,0.0233511,0.0109243
0.039524,0.0397296,0.117452,1037.24,0.721325,0.0131877,0.0348523,0.190905,0.027067,0.0126626
0.046721,0.045356,0.133406,1069.56,0.716009,0.0130905,0.040654,0.184891,0.0309001,0.0144559
0.050457,0.0481581,0.141265,1085.5,0.713281,0.0130406,0.0436499,0.181871,0.0328091,0.0153489
0.05237,0.0495641,0.145185,1093.46,0.711891,0.0130152,0.0451815,0.180349,0.033767,0.0157971
0.054328,0.0509839,0.149128,1101.47,0.710472,0.0129893,0.0467479,0.178807,0.0347343,0.0162496
0.056336,0.0524205,0.1531,1109.55,0.709021,0.0129627,0.0483536,0.177243,0.035713,0.0167075
0.058397,0.0538751,0.157104,1117.69,0.707535,0.0129356,0.0500013,0.175654,0.036704,0.0171711
0.062711,0.0568573,0.165255,1134.3,0.704435,0.0128789,0.0534507,0.172379,0.0387357,0.0181216
0.067278,0.059927,0.173559,1151.26,0.701164,0.0128191,0.0571061,0.168984,0.040827,0.0190999
0.072133,0.0630974,0.182038,1168.61,0.697698,0.0127557,0.0609996,0.16545,0.042987,0.0201104
0.094983,0.0768685,0.217557,1241.95,0.68144,0.0124584,0.0795025,0.149731,0.0523689,0.0244995
0.161875,0.108123,0.286544,1391.25,0.633655,0.0115847,0.135931,0.110706,0.0736622,0.034461
0.213369,0.124349,0.310303,1451.56,0.59674,0.0109098,0.181278,0.0867235,0.0847165,0.0396325
0.284517,0.135813,0.309661,1460.05,0.539763,0.00986815,0.254278,0.0602773,0.092527,0.0432864
0.331327,0.138769,0.294425,1438.58,0.504469,0.0092229,0.300416,0.0471223,0.0945408,0.0442285
0.387532,0.138016,0.266239,1387.92,0.462047,0.00844732,0.356827,0.0346626,0.0940276,0.0439884
0.454904,0.132176,0.224641,1300.86,0.411173,0.00751721,0.425571,0.0235627,0.0900491,0.0421271
0.534688,0.120027,0.172491,1173.07,0.350916,0.00641558,0.508152,0.0144893,0.0817717,0.0382547
0.626207,0.101188,0.117137,1007.75,0.281807,0.00515211,0.603953,0.0079,0.0689374,0.0322505
0.724808,0.0770862,0.0686715,820.11,0.207421,0.00379217,0.707916,0.00378468,0.0525173,0.0245688
0.821628,0.0513906,0.0541612,633.795,0.132232,0.00241755,0.813297,0.000663106,0.0350113,0.0163792
0.866256,0.0390394,0.0351933,550.963,0.100247,0.00183279,0.85844,0.000440902,0.0265966,0.0124426
0.905662,0.0281437,0.0219801,479.376,0.0721522,0.00131916,0.898103,0.000282082,0.0191736,0.00896996
0.938398,0.0190754,0.0131705,420.769,0.0488446,0.000893036,0.931014,0.000172989,0.0129956,0.00607974
0.963399,0.0119681,0.00750204,375.407,0.0306196,0.000559831,0.956752,0.000100518,0.00815356,0.00381451
0.98042,0.00680956,0.00399151,342.77,0.0174123,0.000318359,0.975406,5.42767e-05,0.00463916,0.00217036
0.990494,0.00348162,0.00196038,321.829,0.00889987,0.000162723,0.987429,2.69045e-05,0.00237193,0.00110968
0.995659,0.00164271,0.000905951,310.29,0.00419851,7.67647e-05,0.99407,1.24942e-05,0.00111913,0.00052357
0.998,0.000769401,0.000420337,304.818,0.00196633,3.59521e-05,0.997223,5.81002e-06,0.000524169,0.000245227
